Date,Predicted_Sales
2026-01-01,24828.260869565216
2026-02-01,25382.521739130432
2026-03-01,25936.78260869565
2026-04-01,26491.043478260868
2026-05-01,27045.304347826084
2026-06-01,27599.5652173913
